. c	0.02011343	0.002783748

You c	0.04146309	0.03490477
can c	0.09769493	0.03490477
find c	0.16116273	0.03490477
a c	0.0896012	0.03490477
lot c	0.15228802	0.03490477
of c	0.0716985	0.03490477
things c	0.03740425	0.03490477
to c	0.019873584	0.03490477
do c	0.025583234	0.03490477
or c	0.06853118	0.03490477
to c	0.030876186	0.03490477
see c	0.27642798	0.03490477
. c	0.114290185	0.03490477

You c	0.10127768	0.7398709
can c	0.10776473	0.7398709
visit c	0.17046848	0.7398709
the c	0.07091353	0.7398709
zoo c	0.08444291	0.7398709
or c	0.049540445	0.7398709
walk c	0.04571885	0.7398709
around c	0.055865895	0.7398709
the c	0.04182295	0.7398709
amazing c	0.2581726	0.7398709
lake c	0.64468026	0.7398709
in c	0.28795245	0.7398709
the c	0.15341142	0.7398709
park c	0.2154271	0.7398709
. c	0.054816782	0.7398709

I c	0.03529806	0.9941454
hope c	0.15625715	0.9941454
you c	0.022474777	0.9941454
will c	0.03688577	0.9941454
find c	0.04752227	0.9941454
all c	0.033846203	0.9941454
the c	0.03540375	0.9941454
details c	0.06417507	0.9941454
, i	0.093837865	0.9941454
which c	0.23849566	0.9941454
you c	0.058579482	0.9941454
would c	0.063548915	0.9941454
like c	0.057522744	0.9941454
to c	0.03462476	0.9941454
have c	0.13174734	0.9941454
in c	0.4748562	0.9941454
the c	0.68539035	0.9941454
letter c	0.82230145	0.9941454
. c	0.3861255	0.9941454

If c	0.055390164	0.0026022878
you c	0.024414768	0.0026022878
need c	0.06733932	0.0026022878
any c	0.09619355	0.0026022878
information i	0.072766945	0.0026022878
, c	0.19342858	0.0026022878
please c	0.12937577	0.0026022878
let c	0.1020342	0.0026022878
me c	0.025231488	0.0026022878
know c	0.023002239	0.0026022878
. c	0.067400515	0.0026022878

Your i	0.0033826446	0.9997054
Sincerely i	0.96643084	0.9997054
, c	0.0353801	0.9997054

Power i	0.037457768	0.11441759
Of c	0.022287536	0.11441759
Computurs c	0.031860307	0.11441759
. c	0.010271884	0.11441759

How c	0.18527259	0.01668651
much c	0.16944356	0.01668651
can c	0.12432959	0.01668651
a c	0.015818473	0.01668651
computer c	0.042139154	0.01668651
affect c	0.0042353044	0.01668651
your c	0.002307628	0.01668651
life c	0.0066786073	0.01668651
? c	0.005109568	0.01668651

I c	0.020411346	0.93039346
think c	0.16759142	0.93039346
it c	0.59794897	0.93039346
effects i	0.38094193	0.93039346
more i	0.04054726	0.93039346
than c	0.16235277	0.93039346
you c	0.009842316	0.93039346
think c	0.007581341	0.93039346
. c	0.023391386	0.93039346

When c	0.08040301	0.9977277
I c	0.016825348	0.9977277
was c	0.18638414	0.9977277
a c	0.21733569	0.9977277
child c	0.9504611	0.9977277
I c	0.028085876	0.9977277
always c	0.12596482	0.9977277
wanted c	0.88804704	0.9977277
to c	0.035227116	0.9977277
get c	0.039687686	0.9977277
the c	0.045766298	0.9977277
lyrics c	0.9501288	0.9977277
of c	0.1404126	0.9977277
the c	0.22094199	0.9977277
songs c	0.27075037	0.9977277
that c	0.1815551	0.9977277
I c	0.0828048	0.9977277
liked c	0.4576297	0.9977277
, c	0.10798848	0.9977277
but c	0.09345852	0.9977277
it c	0.09840647	0.9977277
was c	0.115858644	0.9977277
nearly c	0.97516984	0.9977277
impossible c	0.933806	0.9977277
to c	0.8521312	0.9977277
have c	0.9659801	0.9977277
them c	0.95414746	0.9977277
. c	0.93564254	0.9977277

I c	0.08843523	0.01769293
felt c	0.26156136	0.01769293
lack i	0.29615796	0.01769293
of c	0.048679672	0.01769293
them c	0.008724381	0.01769293
. c	0.006301805	0.01769293

I c	0.19667237	0.0044606295
first c	0.1649925	0.0044606295
bought c	0.1651146	0.0044606295
a c	0.08536554	0.0044606295
computer c	0.13922434	0.0044606295
as i	0.06682862	0.0044606295
I c	0.03122698	0.0044606295
was c	0.008746914	0.0044606295
in c	0.0066638095	0.0044606295
university c	0.01948043	0.0044606295
. c	0.012970228	0.0044606295

It c	0.034506805	0.018358227
was c	0.039326746	0.018358227
so i	0.032762077	0.018358227
necessary c	0.12654766	0.018358227
for c	0.045219306	0.018358227
me c	0.052274887	0.018358227
because c	0.15442477	0.018358227
I c	0.10023482	0.018358227
wanted c	0.14894511	0.018358227
to c	0.04051649	0.018358227
be c	0.0149514815	0.018358227
a c	0.0069625755	0.018358227
computer c	0.097787775	0.018358227
programmer c	0.06438753	0.018358227
. c	0.011621978	0.018358227

That i	0.062930554	0.9980337
time c	0.20032746	0.9980337
I c	0.02013104	0.9980337
met i	0.9708864	0.9980337
the c	0.14597277	0.9980337
magic c	0.97913045	0.9980337
world c	0.5827687	0.9980337
of c	0.15307574	0.9980337
computers c	0.28744933	0.9980337
. c	0.08994361	0.9980337

Linking c	0.96996236	0.98326683
to c	0.12878343	0.98326683
the c	0.23049289	0.98326683
internet i	0.879481	0.98326683
was c	0.019620616	0.98326683
so c	0.0063658054	0.98326683
popular c	0.009054674	0.98326683
. c	0.0069408994	0.98326683

Internet i	0.98380315	0.9980635
was c	0.20119981	0.9980635
something c	0.13554531	0.9980635
amazing c	0.9732848	0.9980635
for c	0.78152835	0.9980635
me c	0.5606053	0.9980635
. c	0.78635514	0.9980635

Can c	0.29464588	0.99966276
you c	0.0361899	0.99966276
think i	0.09436529	0.99966276
you c	0.02031955	0.99966276
have c	0.116334565	0.99966276
every c	0.9747901	0.99966276
information i	0.26996434	0.99966276
you c	0.0098424	0.99966276
need c	0.07742186	0.99966276
whenever c	0.79231966	0.99966276
you c	0.013226008	0.99966276
want c	0.086817145	0.99966276
? i	0.07836793	0.99966276

Can c	0.78901094	0.9987758
you c	0.27085176	0.9987758
think i	0.726413	0.9987758
you c	0.049149908	0.9987758
contact i	0.8780002	0.9987758
with i	0.02913431	0.9987758
anyone c	0.18842584	0.9987758
who c	0.23897651	0.9987758
is c	0.090622194	0.9987758
from c	0.5791849	0.9987758
any c	0.34343347	0.9987758
country c	0.6857903	0.9987758
whenever c	0.8373621	0.9987758
you c	0.045940593	0.9987758
want c	0.1097048	0.9987758
? i	0.046066925	0.9987758

I c	0.01145981	0.9979176
meet c	0.3592889	0.9979176
a c	0.01925673	0.9979176
lot c	0.039553832	0.9979176
of c	0.018593248	0.9979176
people c	0.035092585	0.9979176
on c	0.048589848	0.9979176
internet i	0.94137007	0.9979176
and c	0.037600655	0.9979176
it c	0.06611386	0.9979176
really c	0.07316644	0.9979176
interest i	0.9477941	0.9979176
me c	0.5830181	0.9979176
. c	0.9063356	0.9979176

I c	0.03491241	0.9985763
learn c	0.45976856	0.9985763
a c	0.030593455	0.9985763
lot c	0.109850235	0.9985763
about c	0.021251917	0.9985763
their c	0.019139033	0.9985763
culture c	0.36365306	0.9985763
by c	0.16397183	0.9985763
speaking c	0.97859246	0.9985763
them i	0.30236092	0.9985763
on c	0.95583045	0.9985763
internet i	0.9811854	0.9985763
. c	0.8756493	0.9985763

I c	0.12992024	0.06917825
was c	0.1648353	0.06917825
n't c	0.16827081	0.06917825
able c	0.1702946	0.06917825
to c	0.048099868	0.06917825
imagine c	0.14559007	0.06917825
this c	0.027384922	0.06917825
before c	0.60307604	0.06917825
. c	0.028668113	0.06917825

In c	0.023602072	0.88636816
addition c	0.068379864	0.88636816
this i	0.07845899	0.88636816
, c	0.16472737	0.88636816
today c	0.18162861	0.88636816
companies c	0.15815324	0.88636816
can c	0.08978268	0.88636816
do c	0.04291184	0.88636816
nothing c	0.5903049	0.88636816
without c	0.61539084	0.88636816
a c	0.061291315	0.88636816
computer c	0.7393583	0.88636816
. c	0.12877119	0.88636816

Everything c	0.03271025	0.01874375
in c	0.035166867	0.01874375
this c	0.019891342	0.01874375
world c	0.034298416	0.01874375
works i	0.19892257	0.01874375
with c	0.1331655	0.01874375
computers c	0.26341477	0.01874375
from c	0.23334004	0.01874375
now c	0.20727524	0.01874375
on c	0.104487	0.01874375
. c	0.058604404	0.01874375

Computers c	0.27441114	0.005813303
changed i	0.2985069	0.005813303
my c	0.1441062	0.005813303
life i	0.20012428	0.005813303
style i	0.17233175	0.005813303
, c	0.13935915	0.005813303
my c	0.036161095	0.005813303
opinion i	0.37561667	0.005813303
about c	0.0532413	0.005813303
the c	0.046199232	0.005813303
world c	0.03085141	0.005813303
. c	0.022997713	0.005813303

And c	0.035720643	0.99786526
they c	0.017919032	0.99786526
effect i	0.6067775	0.99786526
everyone c	0.77237326	0.99786526
's c	0.22763751	0.99786526
life c	0.7444586	0.99786526
directly c	0.9833332	0.99786526
or c	0.93351483	0.99786526
indirectly c	0.98399884	0.99786526
. c	0.30460137	0.99786526

12th c	0.030104013	0.010495641
June c	0.031221066	0.010495641
2001 c	0.029507771	0.010495641

Dar i	0.949792	0.98763055
Mrs. c	0.08355203	0.98763055
Maria c	0.023988986	0.98763055
Smith c	0.05303798	0.98763055
, c	0.060566813	0.98763055

I c	0.26648107	0.009903729
am c	0.22604208	0.009903729
very c	0.08592959	0.009903729
glad c	0.20006724	0.009903729
to c	0.09310493	0.009903729
help c	0.1983404	0.009903729
you c	0.045029867	0.009903729
about i	0.023559038	0.009903729
the c	0.026449438	0.009903729
International c	0.005880071	0.009903729
Student c	0.0037536463	0.009903729
Conference c	0.007829972	0.009903729
. c	0.005137098	0.009903729

I c	0.39929947	0.9981939
hope c	0.9198864	0.9981939
that c	0.91452146	0.9981939
our c	0.22401018	0.9981939
friend c	0.9118224	0.9981939
Richard c	0.93746215	0.9981939
Brown c	0.60508764	0.9981939
does c	0.022052025	0.9981939
n't c	0.010793575	0.9981939
have c	0.015008551	0.9981939
any c	0.23592769	0.9981939
serious c	0.11925271	0.9981939
willness i	0.69679016	0.9981939
. c	0.1807204	0.9981939

Referent i	0.6849288	0.83307713
, c	0.14047031	0.83307713
where c	0.24296343	0.83307713
is c	0.09511849	0.83307713
the c	0.041058145	0.83307713
conference c	0.32852158	0.83307713
. i	0.03493726	0.83307713

This c	0.030003466	0.99678636
will c	0.022338694	0.99678636
be c	0.011021925	0.99678636
in c	0.020224249	0.99678636
the c	0.013193686	0.99678636
Casino c	0.07691663	0.99678636
Hotel c	0.10916208	0.99678636
and c	0.044957794	0.99678636
we c	0.027387906	0.99678636
do c	0.026294935	0.99678636
n't c	0.058500234	0.99678636
need c	0.76281404	0.99678636
to c	0.33545572	0.99678636
worry c	0.8063384	0.99678636
for i	0.34975517	0.99678636
the c	0.2608374	0.99678636
best c	0.15043822	0.99678636
way c	0.06472387	0.99678636
because i	0.16643812	0.99678636
in i	0.057292454	0.99678636
all c	0.04577878	0.99678636
the c	0.07353256	0.99678636
main c	0.1404808	0.99678636
routes c	0.9837945	0.99678636
in c	0.7865895	0.99678636
Devonport c	0.9853924	0.99678636
have c	0.9491437	0.99678636
signs c	0.9839204	0.99678636
with i	0.8930885	0.99678636
correct c	0.9838298	0.99678636
way c	0.97195184	0.99678636
to c	0.79812634	0.99678636
the i	0.9255612	0.99678636
popular c	0.9609809	0.99678636
hotel c	0.9384071	0.99678636
. c	0.906822	0.99678636

After c	0.9264595	0.99743843
finish i	0.52846664	0.99743843
the c	0.04673627	0.99743843
conference c	0.6919726	0.99743843
, c	0.076259285	0.99743843
there c	0.048023306	0.99743843
is c	0.029971262	0.99743843
a c	0.012704291	0.99743843
party c	0.47822207	0.99743843
in c	0.04145099	0.99743843
same i	0.08723486	0.99743843
hotel c	0.08062178	0.99743843
. c	0.043639597	0.99743843

In i	0.58867276	0.9975586
this c	0.17852773	0.9975586
party c	0.9602819	0.9975586
there i	0.15250424	0.9975586
are i	0.037120964	0.9975586
; i	0.35806867	0.9975586
some c	0.028799573	0.9975586
foods i	0.055658247	0.9975586
, c	0.07763123	0.9975586
soft c	0.11000982	0.9975586
drinks c	0.1034193	0.9975586
, c	0.09986305	0.9975586
music c	0.062726945	0.9975586
and c	0.04722324	0.9975586
a c	0.03801146	0.9975586
special c	0.91421735	0.9975586
place c	0.95886374	0.9975586
for c	0.14164935	0.9975586
dancing c	0.42117703	0.9975586
. c	0.101500355	0.9975586

This c	0.08075502	0.9969158
party c	0.17342794	0.9969158
is c	0.036692582	0.9969158
for c	0.017326348	0.9969158
the c	0.013302364	0.9969158
students c	0.024507208	0.9969158
so c	0.019781735	0.9969158
the c	0.053131998	0.9969158
kinds i	0.952218	0.9969158
of i	0.6956759	0.9969158
clouthes i	0.98279023	0.9969158
wo c	0.9682745	0.9969158
n't c	0.89173925	0.9969158
be c	0.87904495	0.9969158
so c	0.8204016	0.9969158
formal c	0.9753886	0.9969158
. c	0.9076308	0.9969158

On c	0.13217741	0.7159493
the c	0.05510433	0.7159493
day i	0.07113516	0.7159493
free i	0.06453344	0.7159493
before c	0.16282132	0.7159493
catch i	0.13520342	0.7159493
our c	0.012402993	0.7159493
plane c	0.11929323	0.7159493
. i	0.03632859	0.7159493

We i	0.016464625	0.8901655
could i	0.049978353	0.8901655
chouse i	0.266657	0.8901655
two i	0.047140654	0.8901655
options c	0.06692158	0.8901655
for i	0.05173908	0.8901655
spending i	0.32162008	0.8901655
our c	0.04309436	0.8901655
free c	0.054636195	0.8901655
time c	0.274522	0.8901655
. c	0.043488048	0.8901655

One c	0.11060078	0.9975389
is c	0.07490904	0.9975389
a c	0.032117184	0.9975389
guide i	0.6894222	0.9975389
tour c	0.0414991	0.9975389
on i	0.0282664	0.9975389
center i	0.047547173	0.9975389
city i	0.10705359	0.9975389
, c	0.09697732	0.9975389
and c	0.102960885	0.9975389
another c	0.17063181	0.9975389
is c	0.46710065	0.9975389
visiting c	0.9685328	0.9975389
the c	0.83634406	0.9975389
chocolate c	0.97159135	0.9975389
factory c	0.9718166	0.9975389
. c	0.51522934	0.9975389

Please c	0.79494375	0.97491825
, c	0.8333771	0.97491825
if c	0.27962282	0.97491825
you c	0.06419492	0.97491825
have c	0.15810907	0.97491825
any c	0.14972335	0.97491825
more c	0.04308893	0.97491825
question i	0.05690038	0.97491825
, c	0.06470455	0.97491825
please c	0.07341432	0.97491825
call c	0.06595626	0.97491825
me c	0.015857523	0.97491825
at i	0.02038034	0.97491825
38755980 c	0.079950385	0.97491825
. c	0.076499276	0.97491825

Yours c	0.014190518	0.09810565
sincerely c	0.1407606	0.09810565
, c	0.01218058	0.09810565

I c	0.05281302	0.2841685
can c	0.15424901	0.2841685
live c	0.22140963	0.2841685
without c	0.1018686	0.2841685
this c	0.020178651	0.2841685
. c	0.02195964	0.2841685

It c	0.029127235	0.042792995
's c	0.0084554525	0.042792995
true c	0.010961536	0.042792995
. c	0.0042323875	0.042792995

In i	0.044001285	0.9889819
our i	0.025057377	0.9889819
lifes i	0.9774301	0.9889819
, i	0.09407248	0.9889819
may i	0.053820197	0.9889819
be i	0.019922934	0.9889819
, i	0.093375854	0.9889819
could i	0.101330735	0.9889819
n't i	0.06981089	0.9889819
be i	0.048239365	0.9889819
without i	0.08079957	0.9889819
electricity i	0.40660927	0.9889819
. c	0.038428057	0.9889819

Some c	0.05226779	0.9910856
people c	0.095196016	0.9910856
can c	0.10194067	0.9910856
live c	0.15990353	0.9910856
without c	0.09054429	0.9910856
this c	0.047969703	0.9910856
, c	0.087408856	0.9910856
but c	0.057415944	0.9910856
I c	0.029066162	0.9910856
am c	0.027156694	0.9910856
sure c	0.094378695	0.9910856
that c	0.7793093	0.9910856
the c	0.9710815	0.9910856
world c	0.96729225	0.9910856
would c	0.6625524	0.9910856
be c	0.5418379	0.9910856
very c	0.19289552	0.9910856
different c	0.5778954	0.9910856
. c	0.12799211	0.9910856

When c	0.025060933	0.99520785
we c	0.010340175	0.99520785
are i	0.010037954	0.99520785
using i	0.036769282	0.99520785
different c	0.034267962	0.99520785
equipments i	0.97027177	0.99520785
in c	0.13959365	0.99520785
our c	0.064947836	0.99520785
houses i	0.17050049	0.99520785
, c	0.15567221	0.99520785
we c	0.12595917	0.99520785
are c	0.084004246	0.99520785
using c	0.27623641	0.99520785
the i	0.74417686	0.99520785
electricity c	0.9794407	0.99520785
. c	0.9014939	0.99520785

Small i	0.061418734	0.9975979
things i	0.024855003	0.9975979
but i	0.01310432	0.9975979
very i	0.008416706	0.9975979
importants i	0.97812265	0.9975979
in i	0.09850296	0.9975979
our i	0.0135346195	0.9975979
lifes i	0.9812506	0.9975979
. i	0.05699321	0.9975979

For i	0.058603905	0.9898593
example i	0.1265895	0.9898593
: i	0.04995524	0.9898593
T.V. i	0.186755	0.9898593
, i	0.1151442	0.9898593
computer i	0.20967385	0.9898593
, i	0.112740494	0.9898593
just i	0.06806924	0.9898593
light i	0.05049973	0.9898593
and i	0.030381072	0.9898593
a i	0.01982029	0.9898593
long i	0.069969445	0.9898593
list i	0.2814164	0.9898593
that i	0.07652492	0.9898593
now i	0.289936	0.9898593
I i	0.14788346	0.9898593
can i	0.69932926	0.9898593
not i	0.90119976	0.9898593
write i	0.9679372	0.9898593
. c	0.9296382	0.9898593

I c	0.03388017	0.99436027
do c	0.070173	0.99436027
n't c	0.15176645	0.99436027
like c	0.065781996	0.99436027
tinking i	0.11560048	0.99436027
, i	0.04930306	0.99436027
my c	0.019427937	0.99436027
house c	0.04729879	0.99436027
of i	0.015961938	0.99436027
my c	0.023974651	0.99436027
life c	0.077092424	0.99436027
, i	0.35165876	0.99436027
without c	0.4498879	0.99436027
all c	0.110339336	0.99436027
this i	0.2899654	0.99436027
facilities c	0.9321844	0.99436027
. c	0.70972925	0.99436027

In c	0.025497876	0.9991346
winter c	0.055365346	0.9991346
when i	0.035134856	0.9991346
is i	0.045393936	0.9991346
dark i	0.11617214	0.9991346
very i	0.07344334	0.9991346
early i	0.9515688	0.9991346
, i	0.5334526	0.9991346
and i	0.7084407	0.9991346
after i	0.95986605	0.9991346
, i	0.9124438	0.9991346
I i	0.035936426	0.9991346
need i	0.63277155	0.9991346
to i	0.06713259	0.9991346
spent i	0.9835616	0.9991346
my i	0.94276786	0.9991346
free i	0.9670514	0.9991346
time i	0.9790142	0.9991346
in i	0.9538575	0.9991346
home i	0.94470966	0.9991346
. c	0.51554805	0.9991346

What c	0.08672525	0.019004844
I i	0.06533853	0.019004844
can i	0.14822611	0.019004844
do c	0.08486893	0.019004844
without c	0.12900752	0.019004844
my c	0.010507478	0.019004844
music c	0.024252024	0.019004844
and c	0.007876782	0.019004844
my c	0.006235152	0.019004844
computer c	0.01870255	0.019004844
. i	0.022438731	0.019004844

Now c	0.07796595	0.99634176
, c	0.113269426	0.99634176
just i	0.06606039	0.99634176
you i	0.016803678	0.99634176
need c	0.047546394	0.99634176
to c	0.026235126	0.99634176
think c	0.016936136	0.99634176
that i	0.027950324	0.99634176
you i	0.015066003	0.99634176
would i	0.024281394	0.99634176
do i	0.02023281	0.99634176
or i	0.06155177	0.99634176
what i	0.025006931	0.99634176
would i	0.028960053	0.99634176
happen i	0.07232371	0.99634176
in i	0.07420982	0.99634176
a i	0.05741	0.99634176
city i	0.13324575	0.99634176
, i	0.036855873	0.99634176
with i	0.023137579	0.99634176
a i	0.013985986	0.99634176
car i	0.023501584	0.99634176
, i	0.02515231	0.99634176
aeroplans i	0.9255538	0.99634176
, i	0.06433275	0.99634176
shoops i	0.977687	0.99634176
, i	0.913649	0.99634176
all i	0.55513585	0.99634176
these i	0.93770295	0.99634176
things i	0.9087798	0.99634176
without i	0.96574444	0.99634176
lights i	0.9732982	0.99634176
. c	0.9344696	0.99634176

Finally c	0.6615385	0.99915314
. i	0.035053138	0.99915314

I c	0.03603744	0.997869
think c	0.03522067	0.997869
that c	0.027080437	0.997869
everybody c	0.013944285	0.997869
know i	0.013409556	0.997869
that c	0.01597855	0.997869
the i	0.032492686	0.997869
electricity c	0.97462535	0.997869
is c	0.046660252	0.997869
very i	0.030303704	0.997869
important c	0.08945286	0.997869
invent i	0.8765955	0.997869
and c	0.2684721	0.997869
for c	0.4247332	0.997869
me c	0.30257222	0.997869
it c	0.9142964	0.997869
is c	0.8985509	0.997869
the c	0.9395351	0.997869
best c	0.8856311	0.997869
. c	0.7901468	0.997869

Dear c	0.00578063	0.9621892
: i	0.03574572	0.9621892
Mrs c	0.2769685	0.9621892
Maria i	0.016208101	0.9621892
Smith c	0.01643513	0.9621892

I c	0.009900682	0.99969625
am c	0.009308061	0.99969625
replying c	0.95789933	0.99969625
your i	0.026048586	0.99969625
letter c	0.32051176	0.99969625
for i	0.23602362	0.99969625
the c	0.31226364	0.99969625
help c	0.27434093	0.99969625
you i	0.02793258	0.99969625
're i	0.014776185	0.99969625
being i	0.1237075	0.99969625
need c	0.30844942	0.99969625
. c	0.19169578	0.99969625

I c	0.012461936	0.9864355
am c	0.011644403	0.9864355
plece i	0.9555291	0.9864355
to c	0.031364013	0.9864355
tell i	0.048665732	0.9864355
the c	0.07640757	0.9864355
information c	0.16632077	0.9864355
do i	0.04941976	0.9864355
you c	0.0511249	0.9864355
need c	0.07875248	0.9864355
for c	0.022416506	0.9864355
the c	0.01984958	0.9864355
group c	0.0053925356	0.9864355
. c	0.010318099	0.9864355

The c	0.069586225	0.99802303
Hotel i	0.109404504	0.99802303
I c	0.0761364	0.99802303
was i	0.046385117	0.99802303
be i	0.040355854	0.99802303
booked i	0.050826993	0.99802303
is c	0.027409453	0.99802303
Palace i	0.23572686	0.99802303
Hotel c	0.030851664	0.99802303
wiche i	0.95918995	0.99802303
is c	0.044444602	0.99802303
in c	0.17294621	0.99802303
the c	0.081427045	0.99802303
center c	0.96111655	0.99802303
of c	0.14466558	0.99802303
London c	0.09595083	0.99802303
just c	0.09586346	0.99802303
tow i	0.9843662	0.99802303
blokes i	0.9842264	0.99802303
from c	0.8186659	0.99802303
Victoria c	0.47091803	0.99802303
stations i	0.9491175	0.99802303
. c	0.24249695	0.99802303

I c	0.19943321	0.99627835
think c	0.17845477	0.99627835
It i	0.18078008	0.99627835
is c	0.05553723	0.99627835
verey i	0.12635908	0.99627835
convenit i	0.08281914	0.99627835
for c	0.012573198	0.99627835
the c	0.0323608	0.99627835
group. c	0.21305662	0.99627835
you i	0.023837049	0.99627835
know c	0.050222814	0.99627835
Victoria i	0.7707636	0.99627835
area c	0.92790467	0.99627835
is i	0.35740802	0.99627835
easy c	0.90398294	0.99627835
to c	0.059216075	0.99627835
travel c	0.9793479	0.99627835
from c	0.96511304	0.99627835
there c	0.9484782	0.99627835
to c	0.4572496	0.99627835
the c	0.91334015	0.99627835
rest c	0.95809627	0.99627835
of c	0.9209904	0.99627835
the c	0.9220102	0.99627835
city. c	0.97929114	0.99627835
about i	0.43747538	0.99627835
the c	0.23005056	0.99627835
Hotel i	0.4604807	0.99627835
is i	0.39594433	0.99627835
cling i	0.96281415	0.99627835
, c	0.24844535	0.99627835
and c	0.13814424	0.99627835
have i	0.12528037	0.99627835
a c	0.059346985	0.99627835
good c	0.101546995	0.99627835
serves i	0.95303756	0.99627835
the i	0.6694958	0.99627835
rooms c	0.69617856	0.99627835
are c	0.4958509	0.99627835
dobuels i	0.98316157	0.99627835
and c	0.24231058	0.99627835
neche i	0.9850542	0.99627835
have i	0.18954334	0.99627835
owe i	0.73164487	0.99627835
bathroom c	0.35465044	0.99627835
ant i	0.95358056	0.99627835
for c	0.5044863	0.99627835
the c	0.4205569	0.99627835
nomber i	0.9846029	0.99627835
of c	0.50449425	0.99627835
student i	0.9543558	0.99627835
we c	0.3917159	0.99627835
get i	0.18887626	0.99627835
a i	0.09646342	0.99627835
good c	0.09959793	0.99627835
Valud. i	0.9380498	0.99627835
and i	0.46104106	0.99627835
